2021-06-22 21:19:47,935 - Number of images sent1
2021-06-22 21:19:49,118 - The Prediction Value received214.0
2021-06-22 21:19:49,119 - Cycle response time is :1.589
2021-06-22 21:19:49,232 - Number of images sent2
2021-06-22 21:19:50,591 - The Prediction Value received214.0
2021-06-22 21:19:50,593 - Cycle response time is :1.469
2021-06-22 21:19:50,709 - Number of images sent3
2021-06-22 21:19:52,194 - The Prediction Value received214.0
2021-06-22 21:19:52,196 - Cycle response time is :1.593
2021-06-22 21:19:52,311 - Number of images sent4
2021-06-22 21:19:53,799 - The Prediction Value received214.0
2021-06-22 21:19:53,799 - Cycle response time is :1.593
2021-06-22 21:19:53,906 - Number of images sent5
2021-06-22 21:19:55,130 - The Prediction Value received214.0
2021-06-22 21:19:55,132 - Cycle response time is :1.328
2021-06-22 21:19:55,248 - Number of images sent6
2021-06-22 21:19:56,944 - The Prediction Value received214.0
2021-06-22 21:19:56,945 - Cycle response time is :1.801
2021-06-22 21:19:57,056 - Number of images sent7
2021-06-22 21:19:58,604 - The Prediction Value received214.0
2021-06-22 21:19:58,607 - Cycle response time is :1.657
2021-06-22 21:19:58,742 - Number of images sent8
2021-06-22 21:19:59,824 - The Prediction Value received214.0
2021-06-22 21:19:59,826 - Cycle response time is :1.19
2021-06-22 21:19:59,934 - Number of images sent9
2021-06-22 21:20:01,119 - The Prediction Value received214.0
2021-06-22 21:20:01,120 - Cycle response time is :1.29
2021-06-22 21:20:01,260 - Number of images sent10
2021-06-22 21:20:02,461 - The Prediction Value received214.0
2021-06-22 21:20:02,465 - Cycle response time is :1.31
2021-06-22 21:20:02,671 - Number of images sent11
2021-06-22 21:20:03,932 - The Prediction Value received214.0
2021-06-22 21:20:03,934 - Cycle response time is :1.37
2021-06-22 21:20:04,045 - Number of images sent12
2021-06-22 21:20:05,541 - The Prediction Value received214.0
2021-06-22 21:20:05,543 - Cycle response time is :1.604
2021-06-22 21:20:05,726 - Number of images sent13
2021-06-22 21:20:07,274 - The Prediction Value received214.0
2021-06-22 21:20:07,275 - Cycle response time is :1.655
2021-06-22 21:20:07,442 - Number of images sent14
2021-06-22 21:20:08,578 - The Prediction Value received214.0
2021-06-22 21:20:08,582 - Cycle response time is :1.241
2021-06-22 21:20:08,692 - Number of images sent15
2021-06-22 21:20:09,853 - The Prediction Value received214.0
2021-06-22 21:20:09,856 - Cycle response time is :1.27
2021-06-22 21:20:09,968 - Number of images sent16
2021-06-22 21:20:11,217 - The Prediction Value received214.0
2021-06-22 21:20:11,219 - Cycle response time is :1.358
2021-06-22 21:20:11,429 - Number of images sent17
